X1_go_counts.txt	X2_go_counts.txt	X3_go_counts.txt	X4_go_counts.txt	X5_go_counts.txt	X6_go_counts.txt	go.name
GO:0031491	2	7	3	5	4	7	nucleosome binding
GO:0000975	2	2	0	1	3	0	regulatory region DNA binding
GO:0004584	2	4	2	2	0	5	dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity
GO:0019799	2	6	0	0	0	6	tubulin N-acetyltransferase activity
GO:0015097	2	2	1	2	1	5	mercury ion transmembrane transporter activity
GO:0004482	2	0	1	0	0	1	mRNA (guanine-N7-)-methyltransferase activity
GO:0001614	2	7	0	6	6	5	purinergic nucleotide receptor activity
GO:0004931	2	7	0	6	6	5	extracellular ATP-gated cation channel activity
GO:0010277	2	2	2	4	1	1	chlorophyllide a oxygenase [overall] activity
GO:0016158	2	2	3	1	9	6	3-phytase activity
GO:0003978	2	0	5	1	0	6	UDP-glucose 4-epimerase activity
GO:0042802	3	3	1	1	4	3	identical protein binding
GO:0051033	2	7	1	2	13	8	RNA transmembrane transporter activity
GO:0080019	2	2	1	3	2	5	fatty-acyl-CoA reductase (alcohol-forming) activity
GO:0019905	4	13	2	9	23	5	syntaxin binding
GO:0005200	2	8	0	4	16	8	structural constituent of cytoskeleton
GO:0008083	4	4	2	5	11	5	growth factor activity
GO:0005261	3	20	2	1	25	6	cation channel activity
GO:0016437	2	0	1	1	2	4	tRNA cytidylyltransferase activity
GO:0047605	1	4	2	1	1	6	acetolactate decarboxylase activity
GO:0008294	1	0	2	1	1	1	calcium- and calmodulin-responsive adenylate cyclase activity
GO:0004064	1	3	1	1	2	1	arylesterase activity
GO:0003877	1	1	1	0	0	4	ATP adenylyltransferase activity
GO:0046332	1	3	0	0	4	2	SMAD binding
GO:0005179	2	1	1	2	4	5	hormone activity
GO:0004100	1	0	1	0	0	1	chitin synthase activity
GO:0008704	1	1	1	0	1	2	5-carboxymethyl-2-hydroxymuconate delta-isomerase activity
GO:0004112	1	0	1	0	0	0	cyclic-nucleotide phosphodiesterase activity
GO:0004126	1	0	0	1	2	8	cytidine deaminase activity
GO:0015556	1	0	6	1	1	9	C4-dicarboxylate transmembrane transporter activity
GO:0016891	1	0	1	0	1	2	endoribonuclease activity, producing 5'-phosphomonoesters
GO:0018576	1	3	8	0	2	5	catechol 1,2-dioxygenase activity
GO:0047869	1	1	0	4	1	1	dimethylpropiothetin dethiomethylase activity
GO:0017048	1	11	0	7	9	9	Rho GTPase binding
GO:0008770	1	0	3	0	2	2	[acyl-carrier-protein] phosphodiesterase activity
GO:0047750	1	0	1	0	0	0	cholestenol delta-isomerase activity
GO:0016161	1	3	4	5	4	1	beta-amylase activity
GO:0015926	1	4	2	3	2	10	glucosidase activity
GO:0004415	1	0	1	0	0	0	hyalurononglucosaminidase activity
GO:0003830	1	2	1	2	1	2	beta-1,4-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity
GO:0043395	1	0	0	12	14	5	heparan sulfate proteoglycan binding
GO:0030695	1	0	0	1	5	4	GTPase regulator activity
GO:0003688	1	0	0	0	0	0	DNA replication origin binding
GO:0004861	1	2	0	4	0	0	cyclin-dependent protein serine/threonine kinase inhibitor activity
GO:0017069	1	1	0	1	0	0	snRNA binding
GO:0016298	1	0	0	0	1	3	lipase activity
GO:0015016	1	0	1	2	6	4	[heparan sulfate]-glucosamine N-sulfotransferase activity
GO:0008556	1	0	4	2	1	3	potassium-transporting ATPase activity
GO:0015079	1	4	2	4	6	4	potassium ion transmembrane transporter activity
GO:0050097	1	0	1	3	6	11	methylaspartate mutase activity
GO:0008901	1	2	1	0	4	1	ferredoxin hydrogenase activity
GO:0030269	2	2	4	0	8	0	tetrahydromethanopterin S-methyltransferase activity
GO:0004631	1	1	0	0	6	6	phosphomevalonate kinase activity
GO:0008907	1	0	1	0	0	0	integrase activity
GO:0016670	1	0	1	1	2	6	oxidoreductase activity, acting on a sulfur group of donors, oxygen as acceptor
GO:0005184	1	0	0	0	11	0	neuropeptide hormone activity
GO:0004180	1	1	1	0	1	0	carboxypeptidase activity
GO:0004521	1	0	1	0	3	3	endoribonuclease activity
GO:0016286	1	2	0	1	2	1	small conductance calcium-activated potassium channel activity
GO:0004888	1	1	1	0	1	4	transmembrane signaling receptor activity
GO:0010333	1	2	0	1	2	1	terpene synthase activity
GO:0034597	1	0	0	1	0	0	phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity
GO:0003810	1	1	2	0	0	1	protein-glutamine gamma-glutamyltransferase activity
GO:0015204	1	3	0	4	0	1	urea transmembrane transporter activity
GO:0016503	1	2	0	1	1	1	pheromone receptor activity
GO:0047396	1	2	0	1	1	0	glycosylphosphatidylinositol diacylglycerol-lyase activity
GO:0030158	1	0	0	0	0	0	protein xylosyltransferase activity
GO:0001882	1	1	0	1	2	2	nucleoside binding
GO:0000981	1	2	0	0	4	3	RNA polymerase II transcription factor activity, sequence-specific DNA binding
GO:0004417	0	7	3	6	3	16	hydroxyethylthiazole kinase activity
GO:0098519	0	5	0	0	2	7	nucleotide phosphatase activity, acting on free nucleotides
GO:0004398	0	3	0	0	0	2	histidine decarboxylase activity
GO:0050504	0	3	1	0	1	0	mannosyl-3-phosphoglycerate synthase activity
GO:0004675	0	3	4	5	4	3	transmembrane receptor protein serine/threonine kinase activity
GO:0000978	0	2	1	3	2	5	RNA polymerase II core promoter proximal region sequence-specific DNA binding
GO:0000982	0	2	1	3	2	5	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding
GO:0016534	0	2	2	2	1	2	cyclin-dependent protein kinase 5 activator activity
GO:0034061	0	2	1	1	1	1	DNA polymerase activity
GO:0016433	0	2	0	0	0	1	rRNA (adenine) methyltransferase activity
GO:0050290	0	2	0	0	0	0	sphingomyelin phosphodiesterase D activity
GO:0004097	0	2	3	1	1	7	catechol oxidase activity
GO:0016881	0	3	1	3	5	6	acid-amino acid ligase activity
GO:0031386	0	2	0	1	3	2	protein tag
GO:0032266	0	2	0	1	0	0	phosphatidylinositol-3-phosphate binding
GO:0030507	0	1	0	0	0	0	spectrin binding
GO:0030248	0	1	1	0	1	3	cellulose binding
GO:0008771	0	1	0	0	0	3	[citrate (pro-3S)-lyase] ligase activity
GO:0005212	0	1	0	0	0	0	structural constituent of eye lens
GO:0019139	0	1	0	0	0	0	cytokinin dehydrogenase activity
GO:0004318	0	1	0	1	6	2	enoyl-[acyl-carrier-protein] reductase (NADH) activity
GO:0004564	0	1	0	0	0	0	beta-fructofuranosidase activity
GO:0004575	0	1	0	0	0	0	sucrose alpha-glucosidase activity
GO:0034228	0	1	1	0	0	29	ethanolamine transmembrane transporter activity
GO:0017134	0	1	0	1	1	1	fibroblast growth factor binding
GO:0004713	0	1	0	0	1	0	protein tyrosine kinase activity
GO:0016977	0	1	1	1	1	0	chitosanase activity
GO:0005520	0	1	0	0	2	0	insulin-like growth factor binding
GO:0043399	0	1	2	1	1	1	tRNA A64-2'-O-ribosylphosphate transferase activity
GO:0035299	0	1	0	0	1	2	inositol pentakisphosphate 2-kinase activity
GO:0008418	0	1	0	3	0	1	protein-N-terminal asparagine amidohydrolase activity
GO:0044212	0	1	0	1	5	0	transcription regulatory region DNA binding
GO:0004115	0	1	2	2	3	1	3',5'-cyclic-AMP phosphodiesterase activity
GO:0030570	0	1	0	1	0	0	pectate lyase activity
GO:0047487	0	1	1	0	1	1	oligogalacturonide lyase activity
GO:0004623	0	1	0	0	1	0	phospholipase A2 activity
GO:0034235	0	1	0	0	0	0	GPI anchor binding
GO:0005219	0	1	0	2	13	1	ryanodine-sensitive calcium-release channel activity
GO:0008140	0	1	0	1	0	0	cAMP response element binding protein binding
GO:0030975	0	1	0	1	1	5	thiamine binding
GO:0004715	0	0	2	0	0	0	non-membrane spanning protein tyrosine kinase activity
GO:0004506	0	0	2	1	1	2	squalene monooxygenase activity
GO:0008514	0	0	1	0	0	1	organic anion transmembrane transporter activity
GO:0036094	0	0	1	0	0	0	small molecule binding
GO:0004556	0	0	1	0	0	0	alpha-amylase activity
GO:0008534	0	0	1	1	1	5	oxidized purine nucleobase lesion DNA N-glycosylase activity
GO:0000014	0	0	1	0	0	0	single-stranded DNA endodeoxyribonuclease activity
GO:0005540	0	0	1	0	0	0	hyaluronic acid binding
GO:0008073	0	0	0	8	20	7	ornithine decarboxylase inhibitor activity
GO:0008849	0	0	0	2	0	0	enterochelin esterase activity
GO:0004677	0	0	0	2	1	0	DNA-dependent protein kinase activity
GO:0047746	0	0	0	1	1	2	chlorophyllase activity
GO:0051908	0	0	0	1	2	0	double-stranded DNA 5'-3' exodeoxyribonuclease activity
GO:0046559	0	0	0	1	1	4	alpha-glucuronidase activity
GO:0005249	0	0	0	1	0	0	voltage-gated potassium channel activity
GO:0005248	0	0	0	1	0	1	voltage-gated sodium channel activity
GO:0003870	0	0	0	1	2	0	5-aminolevulinate synthase activity
GO:0033130	0	0	0	1	0	0	acetylcholine receptor binding
GO:0043495	0	0	0	1	0	0	protein anchor
GO:0042162	0	0	0	1	0	2	telomeric DNA binding
GO:0005245	0	0	0	0	6	0	voltage-gated calcium channel activity
GO:0045145	0	0	0	0	2	0	single-stranded DNA 5'-3' exodeoxyribonuclease activity
GO:0032183	0	0	0	0	2	0	SUMO binding
GO:0070140	0	0	0	0	2	0	SUMO-specific isopeptidase activity
GO:0005057	0	0	0	0	2	0	receptor signaling protein activity
GO:0008235	0	0	0	0	1	0	metalloexopeptidase activity
GO:0008013	0	0	0	0	1	0	beta-catenin binding
GO:0046527	0	0	0	0	1	0	glucosyltransferase activity
GO:0004651	0	0	0	0	1	0	polynucleotide 5'-phosphatase activity
GO:0016896	0	0	0	0	1	0	exoribonuclease activity, producing 5'-phosphomonoesters
GO:0019902	0	0	0	0	1	0	phosphatase binding
GO:0003964	0	0	0	0	1	0	RNA-directed DNA polymerase activity
GO:0015234	0	0	0	0	1	1	thiamine transmembrane transporter activity
GO:0047200	0	0	0	0	0	6	tetrahydrodipicolinate N-acetyltransferase activity
GO:0008833	0	0	0	0	0	3	deoxyribonuclease IV (phage-T4-induced) activity
GO:0050750	0	0	0	0	0	2	low-density lipoprotein particle receptor binding
GO:0016814	0	0	0	0	0	1	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines
GO:0015643	0	0	0	0	0	1	toxic substance binding
GO:0005518	0	0	0	0	0	1	collagen binding
GO:0009044	0	0	0	0	0	1	xylan 1,4-beta-xylosidase activity
GO:0015343	0	0	0	0	0	1	siderophore transmembrane transporter activity
GO:0008990	0	0	0	0	0	1	rRNA (guanine-N2-)-methyltransferase activity
GO:0003707	0	0	0	0	0	1	steroid hormone receptor activity
GO:0005496	0	0	0	0	0	1	steroid binding
GO:0003953	0	0	0	0	0	1	NAD+ nucleosidase activity
GO:0030598	0	0	0	0	0	1	rRNA N-glycosylase activity
