pfamacc	goterm	obsolete	consider	replaced	alt_id	go.name	go.namespace
5035	PF03770	GO:0008440					inositol-1,4,5-trisphosphate 3-kinase activity	molecular_function
5036	PF03775	GO:0000902				GO:0007148;GO:0045790;GO:0045791;	cell morphogenesis	biological_process
5037	PF03776	GO:0032955				GO:1901138;GO:1902468;	regulation of barrier septum assembly	biological_process
5038	PF03776	GO:0051301					cell division	biological_process
5039	PF03783	GO:0030288					outer membrane-bounded periplasmic space	cellular_component
5043	PF03786	GO:0008927					mannonate dehydratase activity	molecular_function
5044	PF03786	GO:0006064					glucuronate catabolic process	biological_process
5045	PF03788	GO:0016021					integral component of membrane	cellular_component
5051	PF03792	GO:0003700				GO:0000130;	transcription factor activity, sequence-specific DNA binding	molecular_function
5052	PF03792	GO:0005634					nucleus	cellular_component
5053	PF03796	GO:0003678				GO:0003679;	DNA helicase activity	molecular_function
5054	PF03796	GO:0005524					ATP binding	molecular_function
5055	PF03796	GO:0006260				GO:0055133;	DNA replication	biological_process
5056	PF03798	GO:0016021					integral component of membrane	cellular_component
5057	PF03800	GO:0007067					mitotic nuclear division	biological_process
5058	PF03800	GO:0000775				GO:0097521;	chromosome, centromeric region	cellular_component
5059	PF03802	GO:0051191					prosthetic group biosynthetic process	biological_process
5060	PF03806	GO:0015558					p-aminobenzoyl-glutamate uptake transmembrane transporter activity	molecular_function
5061	PF03806	GO:1902604					p-aminobenzoyl-glutamate transmembrane transport	biological_process
5062	PF03808	GO:0009058					biosynthetic process	biological_process
5063	PF03810	GO:0008536					Ran GTPase binding	molecular_function
5064	PF03810	GO:0006886				GO:0032779;	intracellular protein transport	biological_process
5065	PF03811	GO:0006313				GO:0006317;GO:0006318;	transposition, DNA-mediated	biological_process
5066	PF03812	GO:0015649					2-keto-3-deoxygluconate:proton symporter activity	molecular_function
5067	PF03812	GO:0008643				GO:0006861;GO:0008644;	carbohydrate transport	biological_process
5068	PF03812	GO:0046411					2-keto-3-deoxygluconate transport	biological_process
5069	PF03812	GO:0016021					integral component of membrane	cellular_component
5070	PF03814	GO:0008556				GO:0015618;	potassium-transporting ATPase activity	molecular_function
5071	PF03814	GO:0006813				GO:0015458;	potassium ion transport	biological_process
5072	PF03814	GO:0005886				GO:0005904;	plasma membrane	cellular_component
5073	PF03817	GO:0016020					membrane	cellular_component
5074	PF03820	GO:0015075					ion transmembrane transporter activity	molecular_function
5075	PF03820	GO:0006811					ion transport	biological_process
5076	PF03820	GO:0055085					transmembrane transport	biological_process
5077	PF03820	GO:0016020					membrane	cellular_component
5078	PF03821	GO:0016021					integral component of membrane	cellular_component
5079	PF03822	GO:0007165				GO:0023033;	signal transduction	biological_process
5081	PF03824	GO:0015099					nickel cation transmembrane transporter activity	molecular_function
5082	PF03824	GO:0046872					metal ion binding	molecular_function
5083	PF03824	GO:0035444					nickel cation transmembrane transport	biological_process
5084	PF03824	GO:0016021					integral component of membrane	cellular_component
5093	PF03830	GO:0008982				GO:0015455;GO:0015456;	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	molecular_function
5094	PF03830	GO:0009401					phosphoenolpyruvate-dependent sugar phosphotransferase system	biological_process
5095	PF03830	GO:0005737					cytoplasm	cellular_component
5098	PF03836	GO:0005096				GO:0005097;GO:0005098;GO:0005099;GO:0005100;GO:0005101;GO:0008060;GO:0017123;GO:0030675;GO:0046582;	GTPase activator activity	molecular_function
5099	PF03836	GO:0007264					small GTPase mediated signal transduction	biological_process
5100	PF03837	GO:0003677					DNA binding	molecular_function
5101	PF03837	GO:0006259				GO:0055132;	DNA metabolic process	biological_process
5105	PF03839	GO:0008565				GO:0015463;	protein transporter activity	molecular_function
5106	PF03839	GO:0015031				GO:0015831;	protein transport	biological_process
5107	PF03839	GO:0016021					integral component of membrane	cellular_component
5108	PF03840	GO:0015450					P-P-bond-hydrolysis-driven protein transmembrane transporter activity	molecular_function
5109	PF03840	GO:0009306				GO:0045166;GO:0045731;	protein secretion	biological_process
5110	PF03840	GO:0016021					integral component of membrane	cellular_component
5111	PF03842	GO:0015708				GO:0051207;	silicate transport	biological_process
5112	PF03843	GO:0019867					outer membrane	cellular_component
5118	PF03847	GO:0006352					DNA-templated transcription, initiation	biological_process
5119	PF03847	GO:0005669					transcription factor TFIID complex	cellular_component
5120	PF03849	GO:0004003					ATP-dependent DNA helicase activity	molecular_function
5121	PF03849	GO:0006289				GO:0045001;	nucleotide-excision repair	biological_process
5122	PF03849	GO:0000439				GO:0000441;	core TFIIH complex	cellular_component
5123	PF03849	GO:0005634					nucleus	cellular_component
5124	PF03850	GO:0006289				GO:0045001;	nucleotide-excision repair	biological_process
5125	PF03850	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
5126	PF03850	GO:0000439				GO:0000441;	core TFIIH complex	cellular_component
5127	PF03851	GO:0004519					endonuclease activity	molecular_function
5128	PF03851	GO:0006289				GO:0045001;	nucleotide-excision repair	biological_process
5129	PF03851	GO:0009411					response to UV	biological_process
5130	PF03852	GO:0004519					endonuclease activity	molecular_function
5131	PF03852	GO:0006298				GO:0006300;	mismatch repair	biological_process
5136	PF03859	GO:0003677					DNA binding	molecular_function
5137	PF03859	GO:0005634					nucleus	cellular_component
5138	PF03861	GO:0003723					RNA binding	molecular_function
5139	PF03863	GO:0046718				GO:0019063;	viral entry into host cell	biological_process
5140	PF03864	GO:0019028				GO:0046728;	viral capsid	cellular_component
5141	PF03868	GO:0003735				GO:0003736;GO:0003737;GO:0003738;GO:0003739;GO:0003740;GO:0003741;GO:0003742;	structural constituent of ribosome	molecular_function
5142	PF03868	GO:0006412				GO:0006416;GO:0006453;GO:0043037;	translation	biological_process
5143	PF03868	GO:0005622					intracellular	cellular_component
5144	PF03868	GO:0005840				GO:0033279;	ribosome	cellular_component
5145	PF03869	GO:0003677					DNA binding	molecular_function
5146	PF03870	GO:0006351				GO:0006350;GO:0061018;GO:0061022;	transcription, DNA-templated	biological_process
5147	PF03871	GO:0003677					DNA binding	molecular_function
5148	PF03871	GO:0003899				GO:0000129;	DNA-directed RNA polymerase activity	molecular_function
5149	PF03871	GO:0006351				GO:0006350;GO:0061018;GO:0061022;	transcription, DNA-templated	biological_process
5150	PF03871	GO:0005634					nucleus	cellular_component
5151	PF03872	GO:0016989					sigma factor antagonist activity	molecular_function
5152	PF03874	GO:0003899				GO:0000129;	DNA-directed RNA polymerase activity	molecular_function
5153	PF03874	GO:0006351				GO:0006350;GO:0061018;GO:0061022;	transcription, DNA-templated	biological_process
5158	PF03876	GO:0003899				GO:0000129;	DNA-directed RNA polymerase activity	molecular_function
5159	PF03876	GO:0006351				GO:0006350;GO:0061018;GO:0061022;	transcription, DNA-templated	biological_process
5160	PF03882	GO:0005509					calcium ion binding	molecular_function
5161	PF03882	GO:0006260				GO:0055133;	DNA replication	biological_process
5162	PF03882	GO:0007059					chromosome segregation	biological_process
5163	PF03882	GO:0005737					cytoplasm	cellular_component
5164	PF03884	GO:0008270					zinc ion binding	molecular_function
5166	PF03894	GO:0016832				GO:0016228;	aldehyde-lyase activity	molecular_function
5167	PF03894	GO:0005975					carbohydrate metabolic process	biological_process
5168	PF03896	GO:0005789					endoplasmic reticulum membrane	cellular_component
5170	PF03900	GO:0004418					hydroxymethylbilane synthase activity	molecular_function
5171	PF03900	GO:0033014					tetrapyrrole biosynthetic process	biological_process
5172	PF03901	GO:0016757				GO:0016932;	transferase activity, transferring glycosyl groups	molecular_function
5174	PF03912	GO:0015979					photosynthesis	biological_process
5175	PF03912	GO:0009523					photosystem II	cellular_component
5176	PF03912	GO:0009654					photosystem II oxygen evolving complex	cellular_component
5177	PF03912	GO:0016020					membrane	cellular_component
5178	PF03917	GO:0004363					glutathione synthase activity	molecular_function
5179	PF03917	GO:0005524					ATP binding	molecular_function
5180	PF03917	GO:0006750					glutathione biosynthetic process	biological_process
5181	PF03919	GO:0004484					mRNA guanylyltransferase activity	molecular_function
5182	PF03920	GO:0005515				GO:0045308;	protein binding	molecular_function
5183	PF03922	GO:0019867					outer membrane	cellular_component
5184	PF03925	GO:0003677					DNA binding	molecular_function
5185	PF03925	GO:0032297					negative regulation of DNA-dependent DNA replication initiation	biological_process
5187	PF03931	GO:0006511					ubiquitin-dependent protein catabolic process	biological_process
5188	PF03932	GO:0005507					copper ion binding	molecular_function
5189	PF03932	GO:0055070					copper ion homeostasis	biological_process
5190	PF03934	GO:0009306				GO:0045166;GO:0045731;	protein secretion	biological_process
5191	PF03934	GO:0016021					integral component of membrane	cellular_component
5192	PF03936	GO:0000287					magnesium ion binding	molecular_function
5193	PF03936	GO:0010333					terpene synthase activity	molecular_function
5194	PF03936	GO:0016829					lyase activity	molecular_function
5195	PF03938	GO:0051082					unfolded protein binding	molecular_function
5196	PF03943	GO:0051028					mRNA transport	biological_process
5197	PF03943	GO:0005634					nucleus	cellular_component
5199	PF03947	GO:0003735				GO:0003736;GO:0003737;GO:0003738;GO:0003739;GO:0003740;GO:0003741;GO:0003742;	structural constituent of ribosome	molecular_function
5200	PF03947	GO:0006412				GO:0006416;GO:0006453;GO:0043037;	translation	biological_process
5201	PF03947	GO:0005840				GO:0033279;	ribosome	cellular_component
5202	PF03949	GO:0004471				GO:0004472;GO:0016619;	malate dehydrogenase (decarboxylating) (NAD+) activity	molecular_function
5203	PF03949	GO:0051287				GO:0051288;	NAD binding	molecular_function
5204	PF03949	GO:0055114					oxidation-reduction process	biological_process
5205	PF03950	GO:0000166					nucleotide binding	molecular_function
5206	PF03950	GO:0004812				GO:0017100;	aminoacyl-tRNA ligase activity	molecular_function
5207	PF03950	GO:0005524					ATP binding	molecular_function
5208	PF03950	GO:0006418					tRNA aminoacylation for protein translation	biological_process
5209	PF03950	GO:0005737					cytoplasm	cellular_component
5210	PF03951	GO:0004356					glutamate-ammonia ligase activity	molecular_function
5211	PF03951	GO:0006542					glutamine biosynthetic process	biological_process
5212	PF03951	GO:0006807					nitrogen compound metabolic process	biological_process
5213	PF03952	GO:0000287					magnesium ion binding	molecular_function
5214	PF03952	GO:0004634					phosphopyruvate hydratase activity	molecular_function
5215	PF03952	GO:0006096				GO:0019641;GO:0019642;	glycolytic process	biological_process
5216	PF03952	GO:0000015					phosphopyruvate hydratase complex	cellular_component
5221	PF03965	GO:0003677					DNA binding	molecular_function
5222	PF03965	GO:0045892				GO:0016481;GO:0032582;GO:0061021;	negative regulation of transcription, DNA-templated	biological_process
5223	PF03967	GO:0045156					electron transporter, transferring electrons within the cyclic electron transport pathway of photosynthesis activity	molecular_function
5224	PF03967	GO:0019684					photosynthesis, light reaction	biological_process
5225	PF03967	GO:0030077					plasma membrane light-harvesting complex	cellular_component
5226	PF03969	GO:0005524					ATP binding	molecular_function
5228	PF03971	GO:0004450					isocitrate dehydrogenase (NADP+) activity	molecular_function
5229	PF03971	GO:0006099					tricarboxylic acid cycle	biological_process
5230	PF03971	GO:0055114					oxidation-reduction process	biological_process
5231	PF03972	GO:0016829					lyase activity	molecular_function
5232	PF03973	GO:0030682					evasion or tolerance of host defense response	biological_process
5233	PF03975	GO:0050568					protein-glutamine glutaminase activity	molecular_function
5234	PF03975	GO:0006935					chemotaxis	biological_process
5235	PF03977	GO:0016829					lyase activity	molecular_function
5236	PF03977	GO:0006814				GO:0006834;GO:0016974;	sodium ion transport	biological_process
5237	PF03979	GO:0003677					DNA binding	molecular_function
5238	PF03979	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
5239	PF03982	GO:0016747					transferase activity, transferring acyl groups other than amino-acyl groups	molecular_function
5240	PF03983	GO:0008092					cytoskeletal protein binding	molecular_function
5241	PF03983	GO:0030674					protein binding, bridging	molecular_function
5242	PF03983	GO:0042802					identical protein binding	molecular_function
5243	PF03983	GO:0043130					ubiquitin binding	molecular_function
5244	PF03985	GO:0006368					transcription elongation from RNA polymerase II promoter	biological_process
5245	PF03985	GO:0016570					histone modification	biological_process
5246	PF03985	GO:0016593					Cdc73/Paf1 complex	cellular_component
5247	PF03989	GO:0003677					DNA binding	molecular_function
5248	PF03989	GO:0003916				GO:0009387;	DNA topoisomerase activity	molecular_function
5249	PF03989	GO:0005524					ATP binding	molecular_function
5250	PF03989	GO:0006265					DNA topological change	biological_process
5251	PF03989	GO:0005694					chromosome	cellular_component
5256	PF03998	GO:0006364				GO:0006365;	rRNA processing	biological_process
5257	PF03998	GO:0032040					small-subunit processome	cellular_component
5258	PF04004	GO:0006368					transcription elongation from RNA polymerase II promoter	biological_process
5259	PF04004	GO:0016570					histone modification	biological_process
5260	PF04004	GO:0016593					Cdc73/Paf1 complex	cellular_component
5261	PF04005	GO:0000077					DNA damage checkpoint	biological_process
5262	PF04005	GO:0006281					DNA repair	biological_process
5263	PF04005	GO:0030896					checkpoint clamp complex	cellular_component
5264	PF04006	GO:0006364				GO:0006365;	rRNA processing	biological_process
5265	PF04006	GO:0005634					nucleus	cellular_component
5266	PF04006	GO:0005732					small nucleolar ribonucleoprotein complex	cellular_component
5267	PF04006	GO:0034457					Mpp10 complex	cellular_component
5268	PF04013	GO:0008175					tRNA methyltransferase activity	molecular_function
5269	PF04014	GO:0003677					DNA binding	molecular_function
5270	PF04023	GO:0046914					transition metal ion binding	molecular_function
5271	PF04026	GO:0030435					sporulation resulting in formation of a cellular spore	biological_process
5272	PF04029	GO:0000287					magnesium ion binding	molecular_function
5273	PF04029	GO:0050532					2-phosphosulfolactate phosphatase activity	molecular_function
5274	PF04030	GO:0003885					D-arabinono-1,4-lactone oxidase activity	molecular_function
5275	PF04030	GO:0055114					oxidation-reduction process	biological_process
5276	PF04030	GO:0016020					membrane	cellular_component
5277	PF04037	GO:0005634					nucleus	cellular_component
5278	PF04042	GO:0003677					DNA binding	molecular_function
5279	PF04042	GO:0003887				GO:0003888;GO:0003889;GO:0003890;GO:0003891;GO:0003893;GO:0003894;GO:0003895;GO:0008723;GO:0015999;GO:0016000;GO:0016448;GO:0016449;GO:0016450;GO:0016451;GO:0016452;GO:0019984;	DNA-directed DNA polymerase activity	molecular_function
5280	PF04042	GO:0006260				GO:0055133;	DNA replication	biological_process
5281	PF04043	GO:0004857					enzyme inhibitor activity	molecular_function
5282	PF04045	GO:0030833					regulation of actin filament polymerization	biological_process
5283	PF04045	GO:0034314					Arp2/3 complex-mediated actin nucleation	biological_process
5284	PF04045	GO:0005885					Arp2/3 protein complex	cellular_component
5285	PF04045	GO:0015629					actin cytoskeleton	cellular_component
5286	PF04048	GO:0006904					vesicle docking involved in exocytosis	biological_process
5287	PF04048	GO:0015031				GO:0015831;	protein transport	biological_process
5288	PF04048	GO:0000145					exocyst	cellular_component
5289	PF04049	GO:0030071					regulation of mitotic metaphase/anaphase transition	biological_process
5290	PF04049	GO:0005680					anaphase-promoting complex	cellular_component
5291	PF04052	GO:0015031				GO:0015831;	protein transport	biological_process
5292	PF04052	GO:0042597				GO:0005620;	periplasmic space	cellular_component
5293	PF04053	GO:0005198					structural molecule activity	molecular_function
5294	PF04053	GO:0006886				GO:0032779;	intracellular protein transport	biological_process
5295	PF04053	GO:0016192				GO:0006899;	vesicle-mediated transport	biological_process
5296	PF04053	GO:0030117					membrane coat	cellular_component
5297	PF04055	GO:0003824					catalytic activity	molecular_function
5298	PF04055	GO:0051536					iron-sulfur cluster binding	molecular_function
5299	PF04057	GO:0003677					DNA binding	molecular_function
5300	PF04057	GO:0006260				GO:0055133;	DNA replication	biological_process
5301	PF04057	GO:0005634					nucleus	cellular_component
5302	PF04060	GO:0051536					iron-sulfur cluster binding	molecular_function
5303	PF04061	GO:0005789					endoplasmic reticulum membrane	cellular_component
5304	PF04061	GO:0016021					integral component of membrane	cellular_component
5305	PF04062	GO:0030833					regulation of actin filament polymerization	biological_process
5306	PF04062	GO:0034314					Arp2/3 complex-mediated actin nucleation	biological_process
5307	PF04062	GO:0005856					cytoskeleton	cellular_component
5308	PF04062	GO:0005885					Arp2/3 protein complex	cellular_component
5309	PF04065	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
5310	PF04065	GO:0005634					nucleus	cellular_component
5311	PF04066	GO:0015075					ion transmembrane transporter activity	molecular_function
5312	PF04066	GO:0034220					ion transmembrane transport	biological_process
5313	PF04066	GO:0016021					integral component of membrane	cellular_component
5314	PF04069	GO:0005215				GO:0005478;	transporter activity	molecular_function
5315	PF04069	GO:0006810				GO:0015457;GO:0015460;	transport	biological_process
5316	PF04072	GO:0008168				GO:0004480;	methyltransferase activity	molecular_function
5317	PF04072	GO:0032259					methylation	biological_process
5318	PF04073	GO:0002161					aminoacyl-tRNA editing activity	molecular_function
5319	PF04075	GO:0016491					oxidoreductase activity	molecular_function
5320	PF04075	GO:0055114					oxidation-reduction process	biological_process
5321	PF04077	GO:0002143					tRNA wobble position uridine thiolation	biological_process
5322	PF04077	GO:0005737					cytoplasm	cellular_component
5323	PF04079	GO:0051304				GO:0034500;	chromosome separation	biological_process
5324	PF04081	GO:0006260				GO:0055133;	DNA replication	biological_process
5325	PF04081	GO:0005634					nucleus	cellular_component
5326	PF04082	GO:0003677					DNA binding	molecular_function
5327	PF04082	GO:0008270					zinc ion binding	molecular_function
5328	PF04082	GO:0006351				GO:0006350;GO:0061018;GO:0061022;	transcription, DNA-templated	biological_process
5329	PF04082	GO:0005634					nucleus	cellular_component
5330	PF04083	GO:0006629					lipid metabolic process	biological_process
5331	PF04084	GO:0006260				GO:0055133;	DNA replication	biological_process
5332	PF04084	GO:0000808					origin recognition complex	cellular_component
5333	PF04084	GO:0005634					nucleus	cellular_component
5334	PF04085	GO:0008360				GO:0045788;GO:0045789;	regulation of cell shape	biological_process
5335	PF04086	GO:0003924					GTPase activity	molecular_function
5336	PF04086	GO:0005047					signal recognition particle binding	molecular_function
5337	PF04086	GO:0005525					GTP binding	molecular_function
5338	PF04086	GO:0006886				GO:0032779;	intracellular protein transport	biological_process
5339	PF04086	GO:0005785					signal recognition particle receptor complex	cellular_component
5340	PF04088	GO:0016560					protein import into peroxisome matrix, docking	biological_process
5341	PF04088	GO:0005777				GO:0019818;	peroxisome	cellular_component
5342	PF04088	GO:0016021					integral component of membrane	cellular_component
5343	PF04091	GO:0006904					vesicle docking involved in exocytosis	biological_process
5344	PF04091	GO:0000145					exocyst	cellular_component
5345	PF04092	GO:0016020					membrane	cellular_component
5346	PF04093	GO:0008360				GO:0045788;GO:0045789;	regulation of cell shape	biological_process
5347	PF04093	GO:0016021					integral component of membrane	cellular_component
5348	PF04096	GO:0006810				GO:0015457;GO:0015460;	transport	biological_process
5349	PF04096	GO:0005643				GO:0005644;	nuclear pore	cellular_component
5350	PF04097	GO:0006810				GO:0015457;GO:0015460;	transport	biological_process
5351	PF04097	GO:0005643				GO:0005644;	nuclear pore	cellular_component
5352	PF04098	GO:0006281					DNA repair	biological_process
5353	PF04098	GO:0006310					DNA recombination	biological_process
5354	PF04099	GO:0006888				GO:0048221;	ER to Golgi vesicle-mediated transport	biological_process
5355	PF04099	GO:0005801					cis-Golgi network	cellular_component
5356	PF04101	GO:0016758					transferase activity, transferring hexosyl groups	molecular_function
5357	PF04103	GO:0016021					integral component of membrane	cellular_component
5358	PF04104	GO:0003896				GO:0003897;GO:0003898;	DNA primase activity	molecular_function
5359	PF04104	GO:0006269					DNA replication, synthesis of RNA primer	biological_process
5360	PF04106	GO:0006914				GO:0016238;	autophagy	biological_process
5361	PF04106	GO:0005737					cytoplasm	cellular_component
5362	PF04107	GO:0004357					glutamate-cysteine ligase activity	molecular_function
5363	PF04107	GO:0042398					cellular modified amino acid biosynthetic process	biological_process
5364	PF04108	GO:0006914				GO:0016238;	autophagy	biological_process
5365	PF04110	GO:0000045					autophagosome assembly	biological_process
5366	PF04110	GO:0005737					cytoplasm	cellular_component
5367	PF04111	GO:0006914				GO:0016238;	autophagy	biological_process
5368	PF04113	GO:0016255					attachment of GPI anchor to protein	biological_process
5369	PF04113	GO:0042765					GPI-anchor transamidase complex	cellular_component
5370	PF04114	GO:0016021					integral component of membrane	cellular_component
5371	PF04114	GO:0042765					GPI-anchor transamidase complex	cellular_component
5372	PF04115	GO:0050385					ureidoglycolate lyase activity	molecular_function
5373	PF04115	GO:0000256					allantoin catabolic process	biological_process
5374	PF04116	GO:0005506					iron ion binding	molecular_function
5375	PF04116	GO:0016491					oxidoreductase activity	molecular_function
5376	PF04116	GO:0006633				GO:0000037;	fatty acid biosynthetic process	biological_process
5377	PF04116	GO:0055114					oxidation-reduction process	biological_process
5378	PF04117	GO:0016021					integral component of membrane	cellular_component
5380	PF04120	GO:0055085					transmembrane transport	biological_process
5381	PF04121	GO:0006810				GO:0015457;GO:0015460;	transport	biological_process
5382	PF04121	GO:0005643				GO:0005644;	nuclear pore	cellular_component
5383	PF04124	GO:0017119					Golgi transport complex	cellular_component
5384	PF04130	GO:0000226					microtubule cytoskeleton organization	biological_process
5385	PF04130	GO:0090063					positive regulation of microtubule nucleation	biological_process
5386	PF04130	GO:0000922				GO:0030615;	spindle pole	cellular_component
5387	PF04130	GO:0005815					microtubule organizing center	cellular_component
5388	PF04131	GO:0047465					N-acylglucosamine-6-phosphate 2-epimerase activity	molecular_function
5389	PF04131	GO:0006051					N-acetylmannosamine metabolic process	biological_process
5390	PF04135	GO:0030515					snoRNA binding	molecular_function
5391	PF04135	GO:0001522					pseudouridine synthesis	biological_process
5392	PF04135	GO:0042254				GO:0007046;	ribosome biogenesis	biological_process
5393	PF04135	GO:0072588					box H/ACA RNP complex	cellular_component
5394	PF04136	GO:0006886				GO:0032779;	intracellular protein transport	biological_process
5395	PF04136	GO:0005801					cis-Golgi network	cellular_component
5396	PF04136	GO:0016020					membrane	cellular_component
5397	PF04137	GO:0003756				GO:0006467;	protein disulfide isomerase activity	molecular_function
5398	PF04137	GO:0016671					oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor	molecular_function
5399	PF04137	GO:0055114					oxidation-reduction process	biological_process
5400	PF04137	GO:0005783					endoplasmic reticulum	cellular_component
5401	PF04138	GO:0000271					polysaccharide biosynthetic process	biological_process
5402	PF04138	GO:0006810				GO:0015457;GO:0015460;	transport	biological_process
5403	PF04138	GO:0016021					integral component of membrane	cellular_component
5404	PF04139	GO:0000077					DNA damage checkpoint	biological_process
5405	PF04139	GO:0030896					checkpoint clamp complex	cellular_component
5406	PF04140	GO:0004671				GO:0018225;	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity	molecular_function
5407	PF04140	GO:0006481					C-terminal protein methylation	biological_process
5408	PF04140	GO:0016021					integral component of membrane	cellular_component
5409	PF04142	GO:0005351				GO:0005403;	sugar:proton symporter activity	molecular_function
5410	PF04142	GO:0008643				GO:0006861;GO:0008644;	carbohydrate transport	biological_process
5411	PF04142	GO:0000139					Golgi membrane	cellular_component
5412	PF04142	GO:0016021					integral component of membrane	cellular_component
5413	PF04144	GO:0015031				GO:0015831;	protein transport	biological_process
5414	PF04144	GO:0016021					integral component of membrane	cellular_component
5415	PF04145	GO:0005375				GO:0005378;GO:0005379;GO:0005380;	copper ion transmembrane transporter activity	molecular_function
5416	PF04145	GO:0035434				GO:1901473;	copper ion transmembrane transport	biological_process
5417	PF04145	GO:0016021					integral component of membrane	cellular_component
5418	PF04147	GO:0032040					small-subunit processome	cellular_component
5419	PF04152	GO:0004519					endonuclease activity	molecular_function
5420	PF04152	GO:0030145					manganese ion binding	molecular_function
5421	PF04152	GO:0006302					double-strand break repair	biological_process
5422	PF04152	GO:0005634					nucleus	cellular_component
5423	PF04153	GO:0006355				GO:0032583;GO:0045449;GO:0061019;	regulation of transcription, DNA-templated	biological_process
5424	PF04153	GO:0005634					nucleus	cellular_component
5427	PF04166	GO:0050570					4-hydroxythreonine-4-phosphate dehydrogenase activity	molecular_function
5428	PF04166	GO:0051287				GO:0051288;	NAD binding	molecular_function
5429	PF04166	GO:0008615					pyridoxine biosynthetic process	biological_process
5430	PF04166	GO:0055114					oxidation-reduction process	biological_process
5431	PF04177	GO:0009966				GO:0035466;	regulation of signal transduction	biological_process
5432	PF04178	GO:0016192				GO:0006899;	vesicle-mediated transport	biological_process
5433	PF04179	GO:0043399					tRNA A64-2'-O-ribosylphosphate transferase activity	molecular_function
5434	PF04179	GO:0019988				GO:0030630;	charged-tRNA amino acid modification	biological_process
5435	PF04183	GO:0015343				GO:0015236;GO:0015237;	siderophore transmembrane transporter activity	molecular_function
5436	PF04183	GO:0019290				GO:0031178;GO:0031180;	siderophore biosynthetic process	biological_process
5437	PF04185	GO:0016788					hydrolase activity, acting on ester bonds	molecular_function
5438	PF04186	GO:0016020					membrane	cellular_component
5439	PF04188	GO:0004584					dolichyl-phosphate-mannose-glycolipid alpha-mannosyltransferase activity	molecular_function
5440	PF04188	GO:0006506				GO:0015998;	GPI anchor biosynthetic process	biological_process
5441	PF04189	GO:0030488					tRNA methylation	biological_process
5442	PF04189	GO:0031515					tRNA (m1A) methyltransferase complex	cellular_component
5443	PF04192	GO:0006364				GO:0006365;	rRNA processing	biological_process
5444	PF04192	GO:0032040					small-subunit processome	cellular_component
5445	PF04194	GO:0005737					cytoplasm	cellular_component
5446	PF04196	GO:0003968					RNA-directed RNA polymerase activity	molecular_function
5447	PF04196	GO:0006351				GO:0006350;GO:0061018;GO:0061022;	transcription, DNA-templated	biological_process
5448	PF04196	GO:0019079					viral genome replication	biological_process
5451	PF04198	GO:0030246				GO:0005529;	carbohydrate binding	molecular_function
5452	PF04199	GO:0004061					arylformamidase activity	molecular_function
5453	PF04199	GO:0019441					tryptophan catabolic process to kynurenine	biological_process
5454	PF04204	GO:0008899					homoserine O-succinyltransferase activity	molecular_function
5455	PF04204	GO:0019281					L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine	biological_process
5456	PF04204	GO:0005737					cytoplasm	cellular_component
5457	PF04205	GO:0010181					FMN binding	molecular_function
5458	PF04205	GO:0016020					membrane	cellular_component
5459	PF04206	GO:0030269				GO:0018709;	tetrahydromethanopterin S-methyltransferase activity	molecular_function
5460	PF04206	GO:0006814				GO:0006834;GO:0016974;	sodium ion transport	biological_process
5461	PF04206	GO:0005737					cytoplasm	cellular_component
5462	PF04206	GO:0012506					vesicle membrane	cellular_component
5463	PF04207	GO:0030269				GO:0018709;	tetrahydromethanopterin S-methyltransferase activity	molecular_function
5464	PF04207	GO:0006814				GO:0006834;GO:0016974;	sodium ion transport	biological_process
5465	PF04207	GO:0005737					cytoplasm	cellular_component
5466	PF04207	GO:0012506					vesicle membrane	cellular_component
5467	PF04209	GO:0004411					homogentisate 1,2-dioxygenase activity	molecular_function
5468	PF04209	GO:0006559					L-phenylalanine catabolic process	biological_process
5469	PF04209	GO:0006570					tyrosine metabolic process	biological_process
5470	PF04209	GO:0055114					oxidation-reduction process	biological_process
5471	PF04210	GO:0030269				GO:0018709;	tetrahydromethanopterin S-methyltransferase activity	molecular_function
5472	PF04210	GO:0015948					methanogenesis	biological_process
5473	PF04210	GO:0016021					integral component of membrane	cellular_component
5474	PF04211	GO:0030269				GO:0018709;	tetrahydromethanopterin S-methyltransferase activity	molecular_function
5475	PF04211	GO:0015948					methanogenesis	biological_process
5476	PF04211	GO:0016021					integral component of membrane	cellular_component
5477	PF04216	GO:0005737					cytoplasm	cellular_component
5478	PF04218	GO:0003677					DNA binding	molecular_function
5479	PF04223	GO:0008814					citrate CoA-transferase activity	molecular_function
5480	PF04223	GO:0006084					acetyl-CoA metabolic process	biological_process
5481	PF04223	GO:0005737					cytoplasm	cellular_component
5482	PF04223	GO:0009346					citrate lyase complex	cellular_component
5483	PF04226	GO:0016021					integral component of membrane	cellular_component
5484	PF04227	GO:0016798					hydrolase activity, acting on glycosyl bonds	molecular_function
5485	PF04231	GO:0004518					nuclease activity	molecular_function
